,Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Driving_experience,Type_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Cause_of_accident,Accident_severity
11297,16:30:00,Saturday,Under 18,Male,Junior high school,> 10,Lorry,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,3,1,Other,Driving under the influence of drugs,Slight
11298,01:05:00,Friday,Under 18,Male,Junior high school,"(2, 5)",Other,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Stopping,Changing lane to the right,Slight
11299,01:05:00,Friday,31-50,Female,Junior high school,< 1,Other,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Other,Changing lane to the left,Slight
11300,19:40:00,Monday,Over 51,Male,Junior high school,< 1,Automobile, Church areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Other,No distancing,Slight
11301,19:40:00,Monday,31-50,Male,Junior high school,"(5, 10)",Other,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Other,No distancing,Slight
11302,19:40:00,Monday,31-50,Male,Junior high school,"(2, 5)",Automobile,  Market areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,2,Going straight,No priority to vehicle,Slight
11303,19:08:00,Tuesday,18-30,Male,Elementary school,< 1,Public,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,Moving Backward,Slight
11304,19:08:00,Tuesday,18-30,Male,Junior high school,"(2, 5)",Lorry,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight
11305,17:50:00,Saturday,Over 51,Male,Junior high school,"(5, 10)",Automobile,  Recreational areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Getting off the vehicle improperly,Slight
11306,17:50:00,Saturday,18-30,Male,High school,> 10,Automobile,Office areas,other,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight
11307,21:30:00,Sunday,31-50,Male,High school,> 10,Automobile, Industrial areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight
11308,21:30:00,Sunday,31-50,Male,Junior high school,"(5, 10)",Lorry,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,No priority to vehicle,Slight
11309,14:49:00,Monday,Over 51,Male,Elementary school,"(1, 2)",Automobile,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,Changing lane to the right,Serious
11310,14:49:00,Monday,Over 51,Female,Elementary school,"(5, 10)",Lorry,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Normal,Collision with pedestrians,1,4,Going straight,Changing lane to the right,Serious
11311,14:49:00,Monday,18-30,Female,Junior high school,"(5, 10)",Taxi, Industrial areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Normal,Collision with roadside objects,1,4,Going straight,Driving carelessly,Serious
11312,17:40:00,Sunday,31-50,Male,Junior high school,"(1, 2)",Lorry,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,Changing lane to the left,Serious
11313,17:40:00,Sunday,Over 51,Male,Junior high school,"(5, 10)",Lorry,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Reversing,Changing lane to the right,Slight
11314,21:55:00,Saturday,18-30,Female,High school,> 10,Other,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Going straight,Driving under the influence of drugs,Slight
11315,21:55:00,Saturday,18-30,Female,Junior high school,< 1,Stationwagen,Office areas,Double carriageway (median),Escarpments,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Other,Driving carelessly,Slight
11316,07:30:00,Tuesday,18-30,Male,Writing & reading,"(5, 10)",Stationwagen,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,With Train,2,1,Going straight,No distancing,Slight
11317,07:30:00,Tuesday,31-50,Male,Above high school,> 10,Lorry,Office areas,Undivided Two way,Escarpments,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,No priority to vehicle,Slight
11318,10:41:00,Wednesday,31-50,Male,High school,< 1,Lorry,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,No priority to vehicle,Slight
11319,13:16:00,Wednesday,31-50,Male,Junior high school,"(1, 2)",Other,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,No priority to vehicle,Slight
11320,13:16:00,Wednesday,31-50,Male,Junior high school,> 10,Automobile,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the left,Slight
11321,13:16:00,Wednesday,31-50,Male,Junior high school,> 10,Automobile,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Moving Backward,Slight
11322,11:30:00,Thursday,18-30,Male,Junior high school,> 10,Taxi,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Turnover,Driving carelessly,Slight
11323,11:30:00,Thursday,18-30,Male,Junior high school,No Licence,Lorry,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Entering a junction,Driving under the influence of drugs,Slight
11324,19:31:00,Wednesday,18-30,Male,Junior high school,"(1, 2)",Other, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Entering a junction,Changing lane to the right,Slight
11325,19:31:00,Wednesday,18-30,Male,Illiterate,"(1, 2)",Automobile,  Recreational areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Entering a junction,No priority to vehicle,Slight
11326,09:25:00,Friday,31-50,Male,Junior high school,< 1,Public, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,3,1,Entering a junction,Changing lane to the right,Slight
11327,09:25:00,Friday,18-30,Male,Junior high school,"(1, 2)",Stationwagen,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Other,Driving to the left,Slight
11328,14:10:00,Wednesday,18-30,Male,Junior high school,"(2, 5)",Automobile,Residential areas,other,Tangent road with rolling terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Entering a junction,Moving Backward,Slight
11329,14:10:00,Wednesday,Over 51,Male,Unknown,"(5, 10)",Lorry,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,No priority to vehicle,Serious
11330,14:00:00,Friday,31-50,Male,Unknown,> 10,Other,  Market areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Entering a junction,No distancing,Slight
11331,14:00:00,Friday,31-50,Male,Junior high school,"(2, 5)",Public,Unknown,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Entering a junction,Driving carelessly,Slight
11332,22:05:00,Tuesday,Unknown,Male,Elementary school,> 10,Other, Industrial areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Entering a junction,Changing lane to the left,Slight
11333,22:05:00,Tuesday,Over 51,Female,Writing & reading,"(5, 10)",Other,Residential areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Entering a junction,No priority to vehicle,Slight
11334,07:00:00,Thursday,18-30,Male,Junior high school,unknown,Ridden horse,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,3,Entering a junction,No priority to vehicle,Slight
11335,07:00:00,Thursday,31-50,Male,Junior high school,"(5, 10)",Lorry,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Other,No distancing,Slight
11336,07:35:00,Thursday,18-30,Male,Junior high school,< 1,Lorry,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driving to the left,Slight
11337,07:35:00,Thursday,31-50,Male,Junior high school,"(2, 5)",Pick up upto 10Q,Rural village areas,Undivided Two way,Gentle horizontal curve,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight
11338,08:43:00,Wednesday,31-50,Male,Elementary school,"(2, 5)",Lorry,Rural village areas,Undivided Two way,Gentle horizontal curve,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Other,Driving carelessly,Slight
11339,08:43:00,Wednesday,31-50,Male,Junior high school,"(2, 5)",Automobile,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Gravel roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the right,Serious
11340,16:05:00,Tuesday,Over 51,Male,Junior high school,"(2, 5)",Automobile,Residential areas,Undivided Two way,Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driving carelessly,Slight
11341,22:05:00,Friday,18-30,Male,Junior high school,"(5, 10)",Pick up upto 10Q,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Going straight,Changing lane to the left,Slight
11342,22:05:00,Friday,18-30,Male,Junior high school,"(5, 10)",Automobile, Outside rural areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,1,Going straight,Driving carelessly,Serious
11343,22:05:00,Friday,18-30,Male,Junior high school,> 10,Other,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,Driving carelessly,Serious
11344,22:05:00,Friday,18-30,Male,Elementary school,"(5, 10)",Lorry, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,2,Reversing,Driving under the influence of drugs,Serious
11345,03:40:00,Saturday,18-30,Male,Junior high school,"(5, 10)",Public,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Moving Backward,Driving carelessly,Serious
11346,09:25:00,Tuesday,Over 51,Male,Junior high school,> 10,Pick up upto 10Q,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,4,Overtaking,No distancing,Slight
11347,09:25:00,Tuesday,Unknown,Male,Elementary school,unknown,Stationwagen,Office areas,Two-way (divided with broken lines road marking),Escarpments,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,4,Going straight,Driving carelessly,Slight
11348,09:25:00,Tuesday,Unknown,Male,Junior high school,"(5, 10)",Other,Other,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,1,4,Going straight,Driving to the left,Slight
11349,09:25:00,Tuesday,Unknown,Male,Junior high school,"(5, 10)",Pick up upto 10Q,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,1,4,Going straight,Overtaking,Slight
11350,09:25:00,Tuesday,Unknown,Male,Junior high school,< 1,Public,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,No distancing,Slight
11351,09:25:00,Tuesday,Unknown,Male,Junior high school,unknown,Public,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Going straight,Driving carelessly,Slight
11352,07:58:00,Thursday,Under 18,Male,Junior high school,"(5, 10)",Lorry,Other,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Moving Backward,Slight
11353,07:58:00,Thursday,18-30,Male,Junior high school,"(5, 10)",Pick up upto 10Q,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Overtaking,Slight
11354,20:15:00,Tuesday,18-30,Male,Junior high school,> 10,Lorry,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Changing lane to the left,Slight
11355,20:15:00,Tuesday,18-30,Male,High school,> 10,Pick up upto 10Q,Other,Double carriageway (median),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight
11356,17:10:00,Tuesday,18-30,Male,Junior high school,> 10,Long lorry,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,2,1,Going straight,Overtaking,Slight
11357,17:10:00,Tuesday,31-50,Male,Junior high school,> 10,Automobile, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,2,Going straight,Overloading,Slight
